candidate_id,internship_id,skill_score,qualification_score,location_score,sector_score,fairness_score,final_score,matched_skills,missing_skills
2,25,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""aws"", ""react"", ""sql""]"
2,26,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""cad drawing"", ""data analysis""]"
2,28,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""audit checks""]"
2,29,0.0,90.0,90.0,100.0,92.0,60.3,[],"[""figma"", ""seo""]"
2,30,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""data analysis"", ""research methods"", ""soil testing""]"
2,31,24.51,90.0,55.0,35.0,92.0,53.88,"[""excel""]","[""audit checks"", ""communication"", ""report writing""]"
2,32,0.0,100.0,55.0,35.0,92.0,47.3,[],"[""communication"", ""content writing"", ""powerpoint""]"
2,33,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""inventory management"", ""sql""]"
2,34,32.77,90.0,90.0,35.0,92.0,62.02,"[""excel""]","[""data analysis"", ""sql""]"
2,35,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""communication"", ""content writing""]"
2,36,48.76,100.0,90.0,35.0,92.0,69.62,"[""excel""]","[""communication""]"
2,37,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""content writing"", ""figma"", ""photoshop"", ""video editing""]"
2,38,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""communication"", ""content writing"", ""figma""]"
2,39,24.76,100.0,55.0,35.0,92.0,55.97,"[""excel""]","[""cad drawing"", ""communication"", ""data analysis""]"
2,40,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""communication"", ""content writing"", ""figma"", ""video editing""]"
2,41,24.76,100.0,75.0,35.0,92.0,58.97,"[""excel""]","[""financial modeling"", ""power bi"", ""tableau""]"
2,43,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""communication"", ""first aid""]"
2,44,45.75,90.0,55.0,35.0,92.0,61.31,"[""excel""]","[""logistics planning""]"
2,45,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""communication"", ""teaching""]"
2,46,33.62,100.0,90.0,100.0,92.0,74.07,"[""excel""]","[""communication"", ""seo""]"
2,47,32.77,100.0,90.0,35.0,92.0,64.02,"[""excel""]","[""data analysis"", ""sql""]"
2,48,0.0,90.0,90.0,100.0,92.0,60.3,[],"[""figma"", ""sales pitching""]"
2,49,0.0,100.0,55.0,35.0,92.0,47.3,[],"[""cad drawing"", ""quality control""]"
2,50,0.0,100.0,90.0,35.0,92.0,52.55,[],"[""first aid"", ""patient care"", ""record keeping""]"
2,52,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""communication"", ""teaching""]"
2,53,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""communication"", ""content writing"", ""figma"", ""photoshop""]"
2,54,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""communication"", ""figma"", ""video editing""]"
2,55,24.13,90.0,55.0,35.0,92.0,53.75,"[""excel""]","[""data analysis"", ""research methods"", ""soil testing""]"
2,56,0.0,90.0,75.0,35.0,92.0,48.3,[],"[""tableau""]"
2,57,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""communication"", ""content writing"", ""powerpoint""]"
2,58,34.05,90.0,55.0,35.0,92.0,57.22,"[""mongodb""]","[""aws"", ""javascript""]"
2,60,0.0,100.0,100.0,35.0,92.0,54.05,[],"[""data analysis"", ""inventory management"", ""logistics planning"", ""sql""]"
2,61,0.0,90.0,55.0,100.0,92.0,55.05,[],"[""communication"", ""figma"", ""sales pitching"", ""seo""]"
2,62,0.0,100.0,55.0,35.0,92.0,47.3,[],"[""powerpoint""]"
2,63,0.0,100.0,90.0,35.0,92.0,52.55,[],"[""communication"", ""content writing"", ""figma""]"
2,65,0.0,60.0,90.0,35.0,92.0,44.55,[],"[""research methods"", ""soil testing""]"
2,66,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""audit checks"", ""communication"", ""report writing""]"
2,67,45.75,90.0,55.0,35.0,92.0,61.31,"[""excel""]","[""soil testing""]"
2,68,45.75,90.0,100.0,35.0,92.0,68.06,"[""excel""]","[""report writing""]"
2,69,48.76,90.0,100.0,35.0,92.0,69.12,"[""mongodb""]","[""javascript""]"
2,70,24.51,90.0,90.0,35.0,92.0,59.13,"[""excel""]","[""cad drawing"", ""communication"", ""quality control""]"
2,71,91.78,90.0,90.0,35.0,92.0,82.67,"[""excel""]",[]
2,72,0.0,100.0,90.0,35.0,92.0,52.55,[],"[""data analysis"", ""financial modeling""]"
2,73,24.76,100.0,100.0,35.0,92.0,62.72,"[""excel""]","[""data analysis"", ""logistics planning"", ""sql""]"
2,74,0.0,100.0,90.0,35.0,92.0,52.55,[],"[""data analysis"", ""inventory management"", ""logistics planning""]"
2,75,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""powerpoint""]"
2,76,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""communication"", ""patient care""]"
2,77,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""data analysis"", ""financial modeling""]"
2,79,0.0,100.0,55.0,35.0,92.0,47.3,[],"[""cad drawing"", ""communication"", ""data analysis"", ""quality control""]"
2,80,0.0,60.0,55.0,35.0,92.0,39.3,[],"[""aws"", ""javascript""]"
2,81,24.51,90.0,90.0,35.0,92.0,59.13,"[""excel""]","[""cad drawing"", ""communication"", ""quality control""]"
2,82,32.25,60.0,90.0,35.0,92.0,55.84,"[""excel""]","[""communication"", ""report writing""]"
2,83,0.0,90.0,90.0,100.0,92.0,60.3,[],"[""seo""]"
2,84,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""communication"", ""first aid""]"
2,85,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""data analysis""]"
2,86,25.67,90.0,55.0,35.0,92.0,54.28,"[""mongodb""]","[""git"", ""html/css"", ""javascript""]"
2,87,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""content writing"", ""figma"", ""photoshop"", ""video editing""]"
2,88,0.0,90.0,90.0,35.0,92.0,50.55,[],"[""financial modeling"", ""power bi"", ""tableau""]"
2,90,32.77,100.0,55.0,35.0,92.0,58.77,"[""excel""]","[""communication"", ""data analysis""]"
2,91,32.25,100.0,55.0,100.0,92.0,68.34,"[""excel""]","[""communication"", ""sales pitching""]"
2,92,0.0,90.0,55.0,35.0,92.0,45.3,[],"[""quality control""]"
2,93,25.29,90.0,90.0,100.0,92.0,69.15,"[""excel""]","[""communication"", ""figma"", ""sales pitching""]"
2,94,91.78,90.0,90.0,100.0,92.0,92.42,"[""excel""]",[]
2,95,0.0,100.0,90.0,35.0,92.0,52.55,[],"[""communication"", ""figma""]"
2,96,91.78,90.0,90.0,35.0,92.0,82.67,"[""excel""]",[]
2,97,0.0,90.0,55.0,100.0,92.0,55.05,[],"[""communication"", ""seo""]"
2,98,24.51,90.0,90.0,35.0,92.0,59.13,"[""excel""]","[""audit checks"", ""communication"", ""report writing""]"
2,99,25.29,90.0,55.0,100.0,92.0,63.9,"[""excel""]","[""communication"", ""figma"", ""sales pitching""]"
2,100,31.22,60.0,90.0,35.0,92.0,55.48,"[""excel""]","[""research methods"", ""soil testing""]"
3,1,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""aws""]"
3,2,0.0,60.0,90.0,35.0,60.0,39.75,[],"[""git""]"
3,4,0.0,0.0,55.0,35.0,60.0,22.5,[],"[""git"", ""html/css"", ""javascript"", ""sql""]"
3,5,0.0,90.0,90.0,70.0,60.0,51.0,[],"[""communication"", ""data analysis"", ""quality control""]"
3,6,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""excel"", ""research methods""]"
3,7,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""communication"", ""first aid"", ""patient care"", ""record keeping""]"
3,8,0.0,0.0,90.0,100.0,60.0,37.5,[],"[""inventory management"", ""logistics planning""]"
3,9,0.0,60.0,55.0,35.0,60.0,34.5,[],"[""audit checks"", ""communication"", ""excel"", ""report writing""]"
3,10,0.0,60.0,55.0,70.0,60.0,39.75,[],"[""communication"", ""data analysis"", ""quality control""]"
3,11,0.0,60.0,100.0,35.0,60.0,41.25,[],"[""research methods""]"
3,12,0.0,60.0,55.0,70.0,60.0,39.75,[],"[""cad drawing"", ""data analysis""]"
3,13,0.0,0.0,90.0,35.0,60.0,27.75,[],"[""first aid"", ""patient care"", ""record keeping""]"
3,14,0.0,100.0,90.0,100.0,60.0,57.5,[],"[""data analysis""]"
3,15,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""communication"", ""content writing"", ""powerpoint"", ""teaching""]"
3,16,60.62,60.0,90.0,35.0,60.0,60.97,"[""docker"", ""fastapi""]","[""javascript""]"
3,18,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""data analysis"", ""excel"", ""financial modeling"", ""tableau""]"
3,19,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""financial modeling""]"
3,21,0.0,60.0,75.0,100.0,60.0,47.25,[],"[""data analysis"", ""logistics planning"", ""sql""]"
3,22,0.0,60.0,55.0,35.0,60.0,34.5,[],"[""figma""]"
3,24,0.0,60.0,55.0,35.0,60.0,34.5,[],"[""communication"", ""powerpoint"", ""teaching""]"
3,25,30.06,90.0,55.0,35.0,60.0,51.02,"[""react""]","[""aws"", ""sql""]"
3,26,0.0,100.0,90.0,70.0,60.0,53.0,[],"[""cad drawing"", ""data analysis""]"
3,28,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""audit checks""]"
3,29,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""figma"", ""seo""]"
3,30,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""data analysis"", ""research methods"", ""soil testing""]"
3,31,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""audit checks"", ""communication"", ""excel"", ""report writing""]"
3,32,0.0,60.0,55.0,35.0,60.0,34.5,[],"[""communication"", ""content writing"", ""powerpoint""]"
3,33,0.0,90.0,55.0,100.0,60.0,50.25,[],"[""inventory management"", ""sql""]"
3,34,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""data analysis"", ""excel"", ""sql""]"
3,35,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""communication"", ""content writing""]"
3,36,0.0,60.0,90.0,35.0,60.0,39.75,[],"[""communication"", ""excel""]"
3,37,0.0,100.0,75.0,35.0,60.0,45.5,[],"[""content writing"", ""figma"", ""photoshop"", ""video editing""]"
3,38,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""communication"", ""content writing"", ""figma""]"
3,39,0.0,60.0,55.0,70.0,60.0,39.75,[],"[""cad drawing"", ""communication"", ""data analysis"", ""excel""]"
3,40,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""communication"", ""content writing"", ""figma"", ""video editing""]"
3,41,0.0,60.0,55.0,35.0,60.0,34.5,[],"[""excel"", ""financial modeling"", ""power bi"", ""tableau""]"
3,43,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""communication"", ""first aid""]"
3,44,0.0,100.0,55.0,100.0,60.0,52.25,[],"[""excel"", ""logistics planning""]"
3,45,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""communication"", ""teaching""]"
3,46,0.0,60.0,90.0,35.0,60.0,39.75,[],"[""communication"", ""excel"", ""seo""]"
3,47,0.0,60.0,90.0,35.0,60.0,39.75,[],"[""data analysis"", ""excel"", ""sql""]"
3,48,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""figma"", ""sales pitching""]"
3,49,0.0,60.0,55.0,70.0,60.0,39.75,[],"[""cad drawing"", ""quality control""]"
3,50,0.0,60.0,100.0,35.0,60.0,41.25,[],"[""first aid"", ""patient care"", ""record keeping""]"
3,52,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""communication"", ""teaching""]"
3,53,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""communication"", ""content writing"", ""figma"", ""photoshop""]"
3,54,0.0,90.0,75.0,35.0,60.0,43.5,[],"[""communication"", ""figma"", ""video editing""]"
3,55,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""data analysis"", ""excel"", ""research methods"", ""soil testing""]"
3,56,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""tableau""]"
3,57,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""communication"", ""content writing"", ""powerpoint""]"
3,58,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""aws"", ""javascript"", ""mongodb""]"
3,60,0.0,60.0,55.0,100.0,60.0,44.25,[],"[""data analysis"", ""inventory management"", ""logistics planning"", ""sql""]"
3,61,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""communication"", ""figma"", ""sales pitching"", ""seo""]"
3,62,0.0,60.0,55.0,35.0,60.0,34.5,[],"[""powerpoint""]"
3,63,0.0,60.0,90.0,35.0,60.0,39.75,[],"[""communication"", ""content writing"", ""figma""]"
3,65,0.0,0.0,90.0,35.0,60.0,27.75,[],"[""research methods"", ""soil testing""]"
3,66,0.0,100.0,100.0,35.0,60.0,49.25,[],"[""audit checks"", ""communication"", ""report writing""]"
3,67,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""excel"", ""soil testing""]"
3,68,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""excel"", ""report writing""]"
3,69,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""javascript"", ""mongodb""]"
3,70,0.0,100.0,90.0,70.0,60.0,53.0,[],"[""cad drawing"", ""communication"", ""excel"", ""quality control""]"
3,71,0.0,100.0,90.0,70.0,60.0,53.0,[],"[""excel""]"
3,72,0.0,60.0,90.0,35.0,60.0,39.75,[],"[""data analysis"", ""financial modeling""]"
3,73,0.0,60.0,55.0,100.0,60.0,44.25,[],"[""data analysis"", ""excel"", ""logistics planning"", ""sql""]"
3,74,0.0,60.0,90.0,100.0,60.0,49.5,[],"[""data analysis"", ""inventory management"", ""logistics planning""]"
3,75,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""powerpoint""]"
3,76,0.0,100.0,100.0,35.0,60.0,49.25,[],"[""communication"", ""patient care""]"
3,77,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""data analysis"", ""financial modeling""]"
3,79,0.0,60.0,55.0,70.0,60.0,39.75,[],"[""cad drawing"", ""communication"", ""data analysis"", ""quality control""]"
3,80,0.0,0.0,100.0,35.0,60.0,29.25,[],"[""aws"", ""javascript""]"
3,81,0.0,90.0,90.0,70.0,60.0,51.0,[],"[""cad drawing"", ""communication"", ""excel"", ""quality control""]"
3,82,0.0,0.0,90.0,35.0,60.0,27.75,[],"[""communication"", ""excel"", ""report writing""]"
3,83,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""seo""]"
3,84,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""communication"", ""first aid""]"
3,85,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""data analysis""]"
3,86,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""git"", ""html/css"", ""javascript"", ""mongodb""]"
3,87,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""content writing"", ""figma"", ""photoshop"", ""video editing""]"
3,88,0.0,90.0,100.0,35.0,60.0,47.25,[],"[""financial modeling"", ""power bi"", ""tableau""]"
3,90,0.0,60.0,55.0,70.0,60.0,39.75,[],"[""communication"", ""data analysis"", ""excel""]"
3,91,0.0,60.0,55.0,35.0,60.0,34.5,[],"[""communication"", ""excel"", ""sales pitching""]"
3,92,0.0,100.0,70.0,70.0,60.0,50.0,[],"[""quality control""]"
3,93,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""communication"", ""excel"", ""figma"", ""sales pitching""]"
3,94,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""excel""]"
3,95,0.0,60.0,90.0,35.0,60.0,39.75,[],"[""communication"", ""figma""]"
3,96,0.0,90.0,90.0,35.0,60.0,45.75,[],"[""excel""]"
3,97,0.0,100.0,55.0,35.0,60.0,42.5,[],"[""communication"", ""seo""]"
3,98,0.0,100.0,90.0,35.0,60.0,47.75,[],"[""audit checks"", ""communication"", ""excel"", ""report writing""]"
3,99,0.0,90.0,55.0,35.0,60.0,40.5,[],"[""communication"", ""excel"", ""figma"", ""sales pitching""]"
3,100,0.0,0.0,90.0,35.0,60.0,27.75,[],"[""excel"", ""research methods"", ""soil testing""]"
4,1,0.0,90.0,55.0,35.0,70.0,42.0,[],"[""aws""]"
4,2,0.0,100.0,90.0,35.0,70.0,49.25,[],"[""git""]"
4,4,26.13,60.0,55.0,35.0,70.0,45.15,"[""html/css""]","[""git"", ""javascript"", ""sql""]"
4,5,31.97,90.0,90.0,35.0,70.0,58.44,"[""data analysis""]","[""communication"", ""quality control""]"
